"","r","theo","iso"
"1",0,0,0.0163242402213975
"2",0.01953125,0.00119842249053566,0.0571348407748913
"3",0.0390625,0.00479368996214263,0.138756041881879
"4",0.05859375,0.0107858024148209,0.355052224815396
"5",0.078125,0.0191747598485705,0.583591587914961
"6",0.09765625,0.0299605622633914,0.857022611623369
"7",0.1171875,0.0431432096592837,1.11821045516573
"8",0.13671875,0.0587227020362472,1.42428995931693
"9",0.15625,0.0766990393942821,1.70996416319139
"10",0.17578125,0.0970722217333882,2.08950274833888
"11",0.1953125,0.119842249053566,2.42414967287753
"12",0.21484375,0.145009121354815,2.85674203874456
"13",0.234375,0.172572838637135,3.31790182499904
"14",0.25390625,0.202533400900526,3.69335935009119
"15",0.2734375,0.234890808144989,4.09810650476995
"16",0.29296875,0.269645060370523,4.5270887938192
"17",0.3125,0.306796157577128,4.94335691946484
"18",0.33203125,0.346344099764805,5.38284630414614
"19",0.3515625,0.388288886933553,5.82360079012387
"20",0.37109375,0.432630519083372,6.22354467554811
"21",0.390625,0.479368996214263,6.70738427925452
"22",0.41015625,0.528504318326225,7.1277334649555
"23",0.4296875,0.580036485419258,7.62970385176348
"24",0.44921875,0.633965497493363,8.09902575812866
"25",0.46875,0.690291354548539,8.53161812399569
"26",0.48828125,0.749014056584786,8.90212720894006
"27",0.5078125,0.810133603602104,9.33471957480709
"28",0.52734375,0.873649995600494,9.87647782247264
"29",0.546875,0.939563232579955,10.300908068229
"30",0.56640625,1.00787331454049,10.7661489145388
"31",0.5859375,1.07858024148209,11.2313897608486
"32",0.60546875,1.15168401340477,11.6898845658889
"33",0.625,1.22718463030851,12.0775852711471
"34",0.64453125,1.30508209219333,12.5632314177336
"35",0.6640625,1.38537639905922,13.0917505071958
"36",0.68359375,1.46806755090618,13.6508557347787
"37",0.703125,1.55315554773421,14.2967057302794
"38",0.72265625,1.64064038954331,14.794595057032
"39",0.7421875,1.73052207633349,15.2802412036186
"40",0.76171875,1.82280060810473,15.9329450664407
"41",0.78125,1.91747598485705,16.4639630965176
"42",0.80078125,2.01454820659044,17.0402752952379
"43",0.8203125,2.1140172733049,17.6211412342591
"44",0.83984375,2.21588318500043,18.3160970318963
"45",0.859375,2.32014594167703,19.0141403660773
"46",0.87890625,2.42680554333471,19.6562884176839
"47",0.8984375,2.53586198997345,20.3582093323462
"48",0.91796875,2.64731528159327,20.9581251604826
"49",0.9375,2.76116541819415,21.5765519193874
"50",0.95703125,2.87741239977611,22.3743445616144
"51",0.9765625,2.99605622633914,23.0753271425783
"52",0.99609375,3.11709689788324,23.6748835792008
"53",1.015625,3.24053441440842,24.310640441962
"54",1.03515625,3.36636877591466,25.0647466915546
"55",1.0546875,3.49459998240198,25.840283672295
"56",1.07421875,3.62522803387036,26.6876300267293
"57",1.09375,3.75825293031982,27.4987838379443
"58",1.11328125,3.89367467175035,28.3590422494528
"59",1.1328125,4.03149325816195,29.2445682387872
"60",1.15234375,4.17170868955462,30.0083972195588
"61",1.171875,4.31432096592837,30.8794931073042
"62",1.19140625,4.45933008728318,31.6897329249214
"63",1.2109375,4.60673605361907,32.5952825151768
"64",1.23046875,4.75653886493602,33.4387073421332
"65",1.25,4.90873852123405,34.311471732841
"66",1.26953125,5.06333502251315,35.0524893192729
"67",1.2890625,5.22032836877332,35.9876528669797
"68",1.30859375,5.37971856001456,36.782763474995
"69",1.328125,5.54150559623688,37.4869128462026
"70",1.34765625,5.70568947744026,38.3231409198305
"71",1.3671875,5.87227020362472,39.1305406236673
"72",1.38671875,6.04124777479025,40.0106765470104
"73",1.40625,6.21262219093685,41.0025861340976
"74",1.42578125,6.38639345206452,41.8025951189938
"75",1.4453125,6.56256155817326,42.7249936442475
"76",1.46484375,6.74112650926307,43.6105152424683
"77",1.484375,6.92208830533396,44.5358630741983
"78",1.50390625,7.10544694638591,45.3549541523243
"79",1.5234375,7.29120243241894,46.1717262743346
"80",1.54296875,7.47935476343304,46.9804821536652
"81",1.5625,7.66990393942821,47.8279915647641
"82",1.58203125,7.86284996040445,48.6970154955543
"83",1.6015625,8.05819282636176,49.5914274726588
"84",1.62109375,8.25593253730014,50.5430745235347
"85",1.640625,8.4560690932196,51.3963045768064
"86",1.66015625,8.65860249412012,52.2240888373451
"87",1.6796875,8.86353274000172,53.1456771982771
"88",1.69921875,9.07085983086439,54.1576109979962
"89",1.71875,9.28058376670813,55.0644115303336
"90",1.73828125,9.49270454753294,55.8551331851667
"91",1.7578125,9.70722217333882,56.6938748988364
"92",1.77734375,9.92413664412578,57.6743201425925
"93",1.796875,10.1434479598938,58.5049227870715
"94",1.81640625,10.3651561206429,59.4767859652556
"95",1.8359375,10.5892611263731,60.4800862433807
"96",1.85546875,10.8157629770843,61.3670212627884
"97",1.875,11.0446616727766,62.3866960988497
"98",1.89453125,11.27595721345,63.3497550236252
"99",1.9140625,11.5096495991045,64.3612124992076
"100",1.93359375,11.74573882974,65.3670872374073
"101",1.953125,11.9842249053566,66.2414354128743
"102",1.97265625,12.2251078259542,67.2140731978741
"103",1.9921875,12.468387591533,68.1833653385151
"104",2.01171875,12.7140642020928,69.2519595345723
"105",2.03125,12.9621376576337,70.2124771348026
"106",2.05078125,13.2126079581556,71.1756254828815
"107",2.0703125,13.4654751036586,72.2262189451159
"108",2.08984375,13.7207390941427,73.2349072147069
"109",2.109375,13.9783999296079,74.2336348449998
"110",2.12890625,14.2384576100541,75.224364965159
"111",2.1484375,14.5009121354815,76.1720194667874
"112",2.16796875,14.7657635058898,77.2025028696177
"113",2.1875,15.0330117212793,78.1118748533517
